1101 70.3 5 6 OD,
1102 70.5 5 6 OD,
1103 70.3 5 6 OD,
1104 69.9 5 6 OD,
1105 70.0 5 6 OD,
1106 70.8 5 6 OD,
1107 71.8 5 6 OD,
1108 72.8 5 6 OD,
1109 73.8 5 6 OD,
1110 74.8 5 6 OD,
1111 75.6 5 6 OD,
1112 76.3 5 6 OD,
1113 77.1 5 6 OD,
1114 77.8 5 6 OD,
1115 78.3 6 6 OD,
1116 78.8 6 6 OD,
1117 79.3 6 6 OD,
1118 79.7 6 6 OD,
1119 80.2 6 6 OD,
1120 80.4 6 6 OD,
1121 80.4 6 6 OD,
1122 80.6 6 6 OD,
1123 81.0 6 6 OD,
1124 81.1 6 6 OD,
1125 81.3 6 6 OD,
1126 81.6 6 6 OD,
1127 81.5 6 6 OD,
1128 80.6 6 6 OD,
1129 79.7 6 6 OD,
1130 79.2 6 6 OD,
1131 78.8 6 6 OD,
1132 78.2 6 6 OD,
1133 77.8 6 6 OD,
1134 77.4 6 6 OD,
1135 74.2 6 6 OD,
1136 71.7 6 6 OD,
1137 69.0 6 6 OD,
1138 65.6 6 6 OD,
1139 63.2 6 6 OD,
1140 60.0 6 6 OD,
1141 57.4 6 6 OD,
1142 54.9 6 6 OD,
1143 51.4 6 6 OD,
1144 47.4 6 6 OD,
1145 44.1 6 6 OD,
1146 41.6 6 6 OD,
1147 38.7 6 6 OD,
1148 37.2 6 6 OD,
1149 35.4 6 6 OD,
1150 33.8 6 6 OD,
1151 30.7 6 6 OD,
1152 28.7 3 3 2,
1153 28.7 3 3 2,
1154 29.1 3 3 2,
1155 29.1 3 3 2,
1156 29.4 3 3 2,
1157 29.8 3 3 2,
1158 29.6 3 3 2,
1159 29.7 3 3 2,
1160 31.4 3 3 2,
1161 33.2 3 3 2,
1162 32.4 3 3 2,
1163 29.1 3 3 2,
1164 25.7 3 3 2,
1165 24.0 3 3 2,
1166 23.4 3 3 2,
1167 22.8 3 3 2,
1168 22.1 3 3 2,
1169 21.8 3 3 2,
1170 21.7 2 3 2,
1171 22.3 2 3 2,
1172 24.4 2 3 2,
1173 27.5 2 3 2,
1174 29.2 2 3 2,
1175 29.0 2 3 2,
1176 29.1 2 3 2,
1177 31.1 2 3 2,
1178 32.9 2 3 2,
1179 33.0 3 3 2,
1180 32.9 3 3 2,
1181 33.5 3 3 2,
1182 32.9 3 3 2,
1183 29.4 3 3 2,
1184 25.1 3 3 2,
1185 22.6 3 3 2,
1186 22.2 2 3 2,
1187 22.6 2 3 2,
1188 23.7 2 3 2,
1189 25.9 2 3 2,
1190 28.5 2 3 2,
1191 30.9 2 3 2,
1192 33.3 2 3 2,
1193 34.7 3 3 2,
1194 31.8 3 3 2,
1195 28.1 3 3 2,
1196 24.9 3 3 2,
1197 22.6 3 3 2,
1198 19.4 N 3 2,
1199 16.7 N N N,
1200 14.2 N N N,
1201 10.7 N N N,
1202 6.7 N N N,
1203 3.5 N N N,
1204 0.0 N N N,
